participant_id,order,phase,task,viewing_condition,difficulty
"10","48","test","denoising","ego","easy"
"10","49","test","denoising","ego","medium"
"10","50","test","denoising","ego","medium"
"10","51","test","denoising","ego","hard"
"10","52","test","denoising","ego","easy"
"10","53","test","denoising","ego","easy"
"10","54","test","denoising","ego","easy"
"10","55","training","denoising","exo","easy"
"10","56","training","denoising","exo","easy"
"10","57","training","denoising","exo","medium"
"10","58","test","denoising","exo","medium"
"10","59","test","denoising","exo","medium"
"10","60","test","denoising","exo","medium"
"10","61","test","denoising","exo","easy"
"10","62","test","denoising","exo","hard"
"10","63","test","denoising","exo","easy"
"10","64","test","denoising","exo","hard"
"10","65","test","denoising","exo","medium"
"10","66","test","denoising","exo","hard"
"10","67","test","denoising","exo","hard"
"10","68","test","denoising","exo","medium"
"10","69","test","denoising","exo","easy"
"10","70","test","denoising","exo","easy"
"10","71","test","denoising","exo","easy"
"10","72","test","denoising","exo","hard"
"11","1","training","denoising","ego","easy"
"11","2","training","denoising","ego","easy"
"11","3","training","denoising","ego","medium"
"11","4","test","denoising","ego","easy"
"11","5","test","denoising","ego","medium"
"11","6","test","denoising","ego","hard"
"11","7","test","denoising","ego","medium"
"11","8","test","denoising","ego","easy"
"11","9","test","denoising","ego","medium"
"11","10","test","denoising","ego","hard"
"11","11","test","denoising","ego","easy"
"11","12","test","denoising","ego","easy"
"11","13","test","denoising","ego","hard"
"11","14","test","denoising","ego","hard"
"11","15","test","denoising","ego","easy"
"11","16","test","denoising","ego","hard"
"11","17","test","denoising","ego","medium"
"11","18","test","denoising","ego","medium"
"11","19","training","denoising","exo","easy"
"11","20","training","denoising","exo","easy"
"11","21","training","denoising","exo","medium"
"11","22","test","denoising","exo","easy"
"11","23","test","denoising","exo","hard"
"11","24","test","denoising","exo","hard"
"11","25","test","denoising","exo","hard"
"11","26","test","denoising","exo","medium"
"11","27","test","denoising","exo","medium"
"11","28","test","denoising","exo","medium"
"11","29","test","denoising","exo","easy"
"11","30","test","denoising","exo","hard"
"11","31","test","denoising","exo","easy"
"11","32","test","denoising","exo","medium"
"11","33","test","denoising","exo","hard"
"11","34","test","denoising","exo","easy"
"11","35","test","denoising","exo","medium"
"11","36","test","denoising","exo","easy"
"11","37","training","cluster_distinction","ego","easy"
"11","38","training","cluster_distinction","ego","easy"
"11","39","training","cluster_distinction","ego","medium"
"11","40","test","cluster_distinction","ego","hard"
"11","41","test","cluster_distinction","ego","easy"
"11","42","test","cluster_distinction","ego","medium"
"11","43","test","cluster_distinction","ego","medium"
"11","44","test","cluster_distinction","ego","easy"
"11","45","test","cluster_distinction","ego","hard"
"11","46","test","cluster_distinction","ego","easy"
"11","47","test","cluster_distinction","ego","medium"
"11","48","test","cluster_distinction","ego","hard"
"11","49","test","cluster_distinction","ego","easy"
"11","50","test","cluster_distinction","ego","hard"
"11","51","test","cluster_distinction","ego","medium"
"11","52","test","cluster_distinction","ego","easy"
"11","53","test","cluster_distinction","ego","medium"
"11","54","test","cluster_distinction","ego","hard"
"11","55","training","cluster_distinction","exo","easy"
"11","56","training","cluster_distinction","exo","easy"
"11","57","training","cluster_distinction","exo","medium"
"11","58","test","cluster_distinction","exo","easy"
"11","59","test","cluster_distinction","exo","medium"
"11","60","test","cluster_distinction","exo","medium"
"11","61","test","cluster_distinction","exo","medium"
"11","62","test","cluster_distinction","exo","easy"
"11","63","test","cluster_distinction","exo","medium"
"11","64","test","cluster_distinction","exo","medium"
"11","65","test","cluster_distinction","exo","hard"
"11","66","test","cluster_distinction","exo","hard"
"11","67","test","cluster_distinction","exo","hard"
"11","68","test","cluster_distinction","exo","easy"
"11","69","test","cluster_distinction","exo","easy"
"11","70","test","cluster_distinction","exo","hard"
"11","71","test","cluster_distinction","exo","hard"
"11","72","test","cluster_distinction","exo","easy"
"12","1","training","cluster_distinction","exo","easy"
"12","2","training","cluster_distinction","exo","easy"
"12","3","training","cluster_distinction","exo","medium"
"12","4","test","cluster_distinction","exo","medium"
"12","5","test","cluster_distinction","exo","easy"
"12","6","test","cluster_distinction","exo","easy"
"12","7","test","cluster_distinction","exo","medium"
"12","8","test","cluster_distinction","exo","hard"
"12","9","test","cluster_distinction","exo","easy"
"12","10","test","cluster_distinction","exo","hard"
"12","11","test","cluster_distinction","exo","medium"
"12","12","test","cluster_distinction","exo","easy"
"12","13","test","cluster_distinction","exo","medium"
"12","14","test","cluster_distinction","exo","easy"
"12","15","test","cluster_distinction","exo","hard"
"12","16","test","cluster_distinction","exo","hard"
"12","17","test","cluster_distinction","exo","medium"
"12","18","test","cluster_distinction","exo","hard"
"12","19","training","cluster_distinction","ego","easy"
"12","20","training","cluster_distinction","ego","easy"
"12","21","training","cluster_distinction","ego","medium"
"12","22","test","cluster_distinction","ego","easy"
"12","23","test","cluster_distinction","ego","easy"
"12","24","test","cluster_distinction","ego","medium"
"12","25","test","cluster_distinction","ego","hard"
"12","26","test","cluster_distinction","ego","easy"
"12","27","test","cluster_distinction","ego","hard"
"12","28","test","cluster_distinction","ego","medium"
"12","29","test","cluster_distinction","ego","easy"
"12","30","test","cluster_distinction","ego","hard"
"12","31","test","cluster_distinction","ego","hard"
"12","32","test","cluster_distinction","ego","medium"
"12","33","test","cluster_distinction","ego","medium"
"12","34","test","cluster_distinction","ego","easy"
"12","35","test","cluster_distinction","ego","medium"
"12","36","test","cluster_distinction","ego","hard"
"12","37","training","denoising","exo","easy"
"12","38","training","denoising","exo","easy"
"12","39","training","denoising","exo","medium"
"12","40","test","denoising","exo","easy"
"12","41","test","denoising","exo","hard"
"12","42","test","denoising","exo","hard"
"12","43","test","denoising","exo","easy"
"12","44","test","denoising","exo","medium"
"12","45","test","denoising","exo","medium"
"12","46","test","denoising","exo","medium"
"12","47","test","denoising","exo","easy"
"12","48","test","denoising","exo","easy"
"12","49","test","denoising","exo","hard"
"12","50","test","denoising","exo","medium"
"12","51","test","denoising","exo","hard"
"12","52","test","denoising","exo","medium"
"12","53","test","denoising","exo","easy"
"12","54","test","denoising","exo","hard"
"12","55","training","denoising","ego","easy"
"12","56","training","denoising","ego","easy"
"12","57","training","denoising","ego","medium"
"12","58","test","denoising","ego","easy"
"12","59","test","denoising","ego","medium"
"12","60","test","denoising","ego","easy"
"12","61","test","denoising","ego","hard"
"12","62","test","denoising","ego","hard"
"12","63","test","denoising","ego","easy"
"12","64","test","denoising","ego","medium"
"12","65","test","denoising","ego","hard"
"12","66","test","denoising","ego","medium"
"12","67","test","denoising","ego","hard"
"12","68","test","denoising","ego","hard"
"12","69","test","denoising","ego","easy"
"12","70","test","denoising","ego","easy"
"12","71","test","denoising","ego","medium"
"12","72","test","denoising","ego","medium"
"13","1","training","denoising","exo","easy"
"13","2","training","denoising","exo","easy"
"13","3","training","denoising","exo","medium"
"13","4","test","denoising","exo","hard"
"13","5","test","denoising","exo","hard"
"13","6","test","denoising","exo","hard"
"13","7","test","denoising","exo","medium"
"13","8","test","denoising","exo","easy"
"13","9","test","denoising","exo","easy"
"13","10","test","denoising","exo","hard"
"13","11","test","denoising","exo","medium"
"13","12","test","denoising","exo","easy"
"13","13","test","denoising","exo","medium"
"13","14","test","denoising","exo","medium"
"13","15","test","denoising","exo","medium"
"13","16","test","denoising","exo","hard"
"13","17","test","denoising","exo","easy"
"13","18","test","denoising","exo","easy"
"13","19","training","denoising","ego","easy"
"13","20","training","denoising","ego","easy"
"13","21","training","denoising","ego","medium"
"13","22","test","denoising","ego","easy"
"13","23","test","denoising","ego","medium"
"13","24","test","denoising","ego","easy"
"13","25","test","denoising","ego","hard"
"13","26","test","denoising","ego","hard"
"13","27","test","denoising","ego","hard"
"13","28","test","denoising","ego","medium"
"13","29","test","denoising","ego","easy"
"13","30","test","denoising","ego","hard"
"13","31","test","denoising","ego","hard"
"13","32","test","denoising","ego","medium"
"13","33","test","denoising","ego","medium"
"13","34","test","denoising","ego","easy"
"13","35","test","denoising","ego","medium"
"13","36","test","denoising","ego","easy"
"13","37","training","cluster_distinction","exo","easy"
"13","38","training","cluster_distinction","exo","easy"
"13","39","training","cluster_distinction","exo","medium"
"13","40","test","cluster_distinction","exo","medium"
"13","41","test","cluster_distinction","exo","easy"
"13","42","test","cluster_distinction","exo","hard"
"13","43","test","cluster_distinction","exo","hard"
"13","44","test","cluster_distinction","exo","easy"
"13","45","test","cluster_distinction","exo","easy"
"13","46","test","cluster_distinction","exo","easy"
"13","47","test","cluster_distinction","exo","hard"
"13","48","test","cluster_distinction","exo","hard"
"13","49","test","cluster_distinction","exo","medium"
"13","50","test","cluster_distinction","exo","medium"
"13","51","test","cluster_distinction","exo","medium"
"13","52","test","cluster_distinction","exo","medium"
"13","53","test","cluster_distinction","exo","easy"
"13","54","test","cluster_distinction","exo","hard"
"13","55","training","cluster_distinction","ego","easy"
"13","56","training","cluster_distinction","ego","easy"
"13","57","training","cluster_distinction","ego","medium"
"13","58","test","cluster_distinction","ego","medium"
"13","59","test","cluster_distinction","ego","medium"
"13","60","test","cluster_distinction","ego","easy"
"13","61","test","cluster_distinction","ego","easy"
"13","62","test","cluster_distinction","ego","medium"
"13","63","test","cluster_distinction","ego","hard"
"13","64","test","cluster_distinction","ego","hard"
"13","65","test","cluster_distinction","ego","easy"
"13","66","test","cluster_distinction","ego","hard"
"13","67","test","cluster_distinction","ego","hard"
"13","68","test","cluster_distinction","ego","easy"
"13","69","test","cluster_distinction","ego","medium"
"13","70","test","cluster_distinction","ego","medium"
"13","71","test","cluster_distinction","ego","hard"
"13","72","test","cluster_distinction","ego","easy"
"14","1","training","cluster_distinction","ego","easy"
"14","2","training","cluster_distinction","ego","easy"
"14","3","training","cluster_distinction","ego","medium"
"14","4","test","cluster_distinction","ego","hard"
"14","5","test","cluster_distinction","ego","easy"
"14","6","test","cluster_distinction","ego","easy"
"14","7","test","cluster_distinction","ego","hard"
"14","8","test","cluster_distinction","ego","medium"
"14","9","test","cluster_distinction","ego","hard"
"14","10","test","cluster_distinction","ego","medium"
"14","11","test","cluster_distinction","ego","medium"
"14","12","test","cluster_distinction","ego","easy"
"14","13","test","cluster_distinction","ego","medium"
"14","14","test","cluster_distinction","ego","hard"
"14","15","test","cluster_distinction","ego","medium"
"14","16","test","cluster_distinction","ego","easy"
"14","17","test","cluster_distinction","ego","easy"
"14","18","test","cluster_distinction","ego","hard"
"14","19","training","cluster_distinction","exo","easy"
"14","20","training","cluster_distinction","exo","easy"
"14","21","training","cluster_distinction","exo","medium"
"14","22","test","cluster_distinction","exo","medium"
"14","23","test","cluster_distinction","exo","easy"
"14","24","test","cluster_distinction","exo","hard"
"14","25","test","cluster_distinction","exo","easy"
"14","26","test","cluster_distinction","exo","easy"
"14","27","test","cluster_distinction","exo","easy"
"14","28","test","cluster_distinction","exo","hard"
"14","29","test","cluster_distinction","exo","medium"
"14","30","test","cluster_distinction","exo","medium"
"14","31","test","cluster_distinction","exo","hard"
"14","32","test","cluster_distinction","exo","medium"
"14","33","test","cluster_distinction","exo","medium"
"14","34","test","cluster_distinction","exo","easy"
"14","35","test","cluster_distinction","exo","hard"
"14","36","test","cluster_distinction","exo","hard"
"14","37","training","denoising","ego","easy"
"14","38","training","denoising","ego","easy"
"14","39","training","denoising","ego","medium"
"14","40","test","denoising","ego","hard"
"14","41","test","denoising","ego","medium"
"14","42","test","denoising","ego","hard"
"14","43","test","denoising","ego","easy"
"14","44","test","denoising","ego","easy"
"14","45","test","denoising","ego","medium"
"14","46","test","denoising","ego","medium"
"14","47","test","denoising","ego","hard"
"14","48","test","denoising","ego","easy"
"14","49","test","denoising","ego","medium"
"14","50","test","denoising","ego","easy"
"14","51","test","denoising","ego","medium"
"14","52","test","denoising","ego","easy"
"14","53","test","denoising","ego","hard"
"14","54","test","denoising","ego","hard"
"14","55","training","denoising","exo","easy"
"14","56","training","denoising","exo","easy"
"14","57","training","denoising","exo","medium"
"14","58","test","denoising","exo","hard"
"14","59","test","denoising","exo","medium"
"14","60","test","denoising","exo","hard"
"14","61","test","denoising","exo","medium"
"14","62","test","denoising","exo","easy"
"14","63","test","denoising","exo","medium"
"14","64","test","denoising","exo","hard"
"14","65","test","denoising","exo","medium"
"14","66","test","denoising","exo","hard"
"14","67","test","denoising","exo","easy"
"14","68","test","denoising","exo","medium"
"14","69","test","denoising","exo","easy"
"14","70","test","denoising","exo","hard"
"14","71","test","denoising","exo","easy"
"14","72","test","denoising","exo","easy"
"15","1","training","denoising","ego","easy"
"15","2","training","denoising","ego","easy"
"15","3","training","denoising","ego","medium"
"15","4","test","denoising","ego","easy"
"15","5","test","denoising","ego","medium"
"15","6","test","denoising","ego","medium"
"15","7","test","denoising","ego","medium"
"15","8","test","denoising","ego","easy"
"15","9","test","denoising","ego","medium"
"15","10","test","denoising","ego","hard"
"15","11","test","denoising","ego","easy"
"15","12","test","denoising","ego","easy"
"15","13","test","denoising","ego","hard"
"15","14","test","denoising","ego","hard"
"15","15","test","denoising","ego","hard"
"15","16","test","denoising","ego","easy"
"15","17","test","denoising","ego","medium"
"15","18","test","denoising","ego","hard"
"15","19","training","denoising","exo","easy"
"15","20","training","denoising","exo","easy"
"15","21","training","denoising","exo","medium"
"15","22","test","denoising","exo","easy"
"15","23","test","denoising","exo","hard"
"15","24","test","denoising","exo","hard"
"15","25","test","denoising","exo","hard"
"15","26","test","denoising","exo","easy"
"15","27","test","denoising","exo","medium"
"15","28","test","denoising","exo","medium"
"15","29","test","denoising","exo","medium"
"15","30","test","denoising","exo","hard"
"15","31","test","denoising","exo","hard"
"15","32","test","denoising","exo","easy"
"15","33","test","denoising","exo","easy"
"15","34","test","denoising","exo","medium"
"15","35","test","denoising","exo","medium"
"15","36","test","denoising","exo","easy"
"15","37","training","cluster_distinction","ego","easy"
"15","38","training","cluster_distinction","ego","easy"
"15","39","training","cluster_distinction","ego","medium"
"15","40","test","cluster_distinction","ego","easy"
"15","41","test","cluster_distinction","ego","easy"
"15","42","test","cluster_distinction","ego","hard"
"15","43","test","cluster_distinction","ego","medium"
"15","44","test","cluster_distinction","ego","easy"
"15","45","test","cluster_distinction","ego","medium"
"15","46","test","cluster_distinction","ego","medium"
"15","47","test","cluster_distinction","ego","hard"
"15","48","test","cluster_distinction","ego","hard"
"15","49","test","cluster_distinction","ego","hard"
"15","50","test","cluster_distinction","ego","easy"
"15","51","test","cluster_distinction","ego","easy"
"15","52","test","cluster_distinction","ego","medium"
"15","53","test","cluster_distinction","ego","hard"
"15","54","test","cluster_distinction","ego","medium"
"15","55","training","cluster_distinction","exo","easy"
"15","56","training","cluster_distinction","exo","easy"
"15","57","training","cluster_distinction","exo","medium"
"15","58","test","cluster_distinction","exo","medium"
"15","59","test","cluster_distinction","exo","hard"
"15","60","test","cluster_distinction","exo","medium"
"15","61","test","cluster_distinction","exo","hard"
"15","62","test","cluster_distinction","exo","hard"
"15","63","test","cluster_distinction","exo","easy"
"15","64","test","cluster_distinction","exo","hard"
"15","65","test","cluster_distinction","exo","easy"
"15","66","test","cluster_distinction","exo","medium"
"15","67","test","cluster_distinction","exo","medium"
"15","68","test","cluster_distinction","exo","easy"
"15","69","test","cluster_distinction","exo","easy"
"15","70","test","cluster_distinction","exo","hard"
"15","71","test","cluster_distinction","exo","medium"
"15","72","test","cluster_distinction","exo","easy"
"16","1","training","cluster_distinction","exo","easy"
"16","2","training","cluster_distinction","exo","easy"
"16","3","training","cluster_distinction","exo","medium"
"16","4","test","cluster_distinction","exo","hard"
"16","5","test","cluster_distinction","exo","easy"
"16","6","test","cluster_distinction","exo","hard"
"16","7","test","cluster_distinction","exo","medium"
"16","8","test","cluster_distinction","exo","easy"
"16","9","test","cluster_distinction","exo","hard"
"16","10","test","cluster_distinction","exo","easy"
"16","11","test","cluster_distinction","exo","medium"
"16","12","test","cluster_distinction","exo","hard"
"16","13","test","cluster_distinction","exo","medium"
"16","14","test","cluster_distinction","exo","easy"
"16","15","test","cluster_distinction","exo","hard"
"16","16","test","cluster_distinction","exo","easy"
"16","17","test","cluster_distinction","exo","medium"
"16","18","test","cluster_distinction","exo","medium"
"16","19","training","cluster_distinction","ego","easy"
"16","20","training","cluster_distinction","ego","easy"
"16","21","training","cluster_distinction","ego","medium"
"16","22","test","cluster_distinction","ego","hard"
"16","23","test","cluster_distinction","ego","hard"
"16","24","test","cluster_distinction","ego","medium"
"16","25","test","cluster_distinction","ego","easy"
"16","26","test","cluster_distinction","ego","easy"
"16","27","test","cluster_distinction","ego","medium"
"16","28","test","cluster_distinction","ego","medium"
"16","29","test","cluster_distinction","ego","easy"
"16","30","test","cluster_distinction","ego","hard"
"16","31","test","cluster_distinction","ego","hard"
"16","32","test","cluster_distinction","ego","easy"
"16","33","test","cluster_distinction","ego","medium"
"16","34","test","cluster_distinction","ego","hard"
"16","35","test","cluster_distinction","ego","easy"
"16","36","test","cluster_distinction","ego","medium"
"16","37","training","denoising","exo","easy"
"16","38","training","denoising","exo","easy"
"16","39","training","denoising","exo","medium"
"16","40","test","denoising","exo","medium"
"16","41","test","denoising","exo","easy"
"16","42","test","denoising","exo","easy"
"16","43","test","denoising","exo","easy"
"16","44","test","denoising","exo","hard"
"16","45","test","denoising","exo","medium"
"16","46","test","denoising","exo","hard"
"16","47","test","denoising","exo","hard"
"16","48","test","denoising","exo","easy"
"16","49","test","denoising","exo","medium"
"16","50","test","denoising","exo","medium"
"16","51","test","denoising","exo","hard"
"16","52","test","denoising","exo","hard"
"16","53","test","denoising","exo","medium"
"16","54","test","denoising","exo","easy"
"16","55","training","denoising","ego","easy"
"16","56","training","denoising","ego","easy"
"16","57","training","denoising","ego","medium"
"16","58","test","denoising","ego","hard"
"16","59","test","denoising","ego","medium"
"16","60","test","denoising","ego","easy"
"16","61","test","denoising","ego","medium"
"16","62","test","denoising","ego","easy"
"16","63","test","denoising","ego","hard"
"16","64","test","denoising","ego","hard"
"16","65","test","denoising","ego","hard"
"16","66","test","denoising","ego","medium"
"16","67","test","denoising","ego","easy"
"16","68","test","denoising","ego","hard"
"16","69","test","denoising","ego","easy"
"16","70","test","denoising","ego","medium"
"16","71","test","denoising","ego","easy"
"16","72","test","denoising","ego","medium"
"17","1","training","denoising","exo","easy"
"17","2","training","denoising","exo","easy"
"17","3","training","denoising","exo","medium"
"17","4","test","denoising","exo","hard"
"17","5","test","denoising","exo","medium"
"17","6","test","denoising","exo","easy"
"17","7","test","denoising","exo","hard"
"17","8","test","denoising","exo","easy"
"17","9","test","denoising","exo","hard"
"17","10","test","denoising","exo","easy"
"17","11","test","denoising","exo","medium"
"17","12","test","denoising","exo","easy"
"17","13","test","denoising","exo","medium"
"17","14","test","denoising","exo","medium"
"17","15","test","denoising","exo","hard"
"17","16","test","denoising","exo","medium"
"17","17","test","denoising","exo","easy"
"17","18","test","denoising","exo","hard"
"17","19","training","denoising","ego","easy"
"17","20","training","denoising","ego","easy"
"17","21","training","denoising","ego","medium"
"17","22","test","denoising","ego","easy"
"17","23","test","denoising","ego","medium"
"17","24","test","denoising","ego","hard"
"17","25","test","denoising","ego","hard"
"17","26","test","denoising","ego","hard"
"17","27","test","denoising","ego","hard"
"17","28","test","denoising","ego","easy"
"17","29","test","denoising","ego","medium"
"17","30","test","denoising","ego","medium"
"17","31","test","denoising","ego","medium"
"17","32","test","denoising","ego","easy"
"17","33","test","denoising","ego","hard"
"17","34","test","denoising","ego","medium"
"17","35","test","denoising","ego","easy"
"17","36","test","denoising","ego","easy"
"17","37","training","cluster_distinction","exo","easy"
"17","38","training","cluster_distinction","exo","easy"
"17","39","training","cluster_distinction","exo","medium"
"17","40","test","cluster_distinction","exo","medium"
"17","41","test","cluster_distinction","exo","medium"
"17","42","test","cluster_distinction","exo","medium"
"17","43","test","cluster_distinction","exo","easy"
"17","44","test","cluster_distinction","exo","medium"
"17","45","test","cluster_distinction","exo","hard"
"17","46","test","cluster_distinction","exo","easy"
"17","47","test","cluster_distinction","exo","hard"
"17","48","test","cluster_distinction","exo","hard"
"17","49","test","cluster_distinction","exo","hard"
"17","50","test","cluster_distinction","exo","easy"
"17","51","test","cluster_distinction","exo","easy"
"17","52","test","cluster_distinction","exo","medium"
"17","53","test","cluster_distinction","exo","hard"
"17","54","test","cluster_distinction","exo","easy"
"17","55","training","cluster_distinction","ego","easy"
"17","56","training","cluster_distinction","ego","easy"
"17","57","training","cluster_distinction","ego","medium"
"17","58","test","cluster_distinction","ego","easy"
"17","59","test","cluster_distinction","ego","hard"
"17","60","test","cluster_distinction","ego","hard"
"17","61","test","cluster_distinction","ego","medium"
"17","62","test","cluster_distinction","ego","hard"
"17","63","test","cluster_distinction","ego","medium"
"17","64","test","cluster_distinction","ego","medium"
"17","65","test","cluster_distinction","ego","medium"
"17","66","test","cluster_distinction","ego","medium"
"17","67","test","cluster_distinction","ego","easy"
"17","68","test","cluster_distinction","ego","easy"
"17","69","test","cluster_distinction","ego","hard"
"17","70","test","cluster_distinction","ego","easy"
"17","71","test","cluster_distinction","ego","hard"
"17","72","test","cluster_distinction","ego","easy"
"18","1","training","cluster_distinction","ego","easy"
"18","2","training","cluster_distinction","ego","easy"
"18","3","training","cluster_distinction","ego","medium"
"18","4","test","cluster_distinction","ego","hard"
"18","5","test","cluster_distinction","ego","easy"
"18","6","test","cluster_distinction","ego","hard"
"18","7","test","cluster_distinction","ego","medium"
"18","8","test","cluster_distinction","ego","hard"
"18","9","test","cluster_distinction","ego","easy"
"18","10","test","cluster_distinction","ego","easy"
"18","11","test","cluster_distinction","ego","medium"
"18","12","test","cluster_distinction","ego","easy"
"18","13","test","cluster_distinction","ego","medium"
"18","14","test","cluster_distinction","ego","hard"
"18","15","test","cluster_distinction","ego","easy"
"18","16","test","cluster_distinction","ego","medium"
"18","17","test","cluster_distinction","ego","medium"
"18","18","test","cluster_distinction","ego","hard"
"18","19","training","cluster_distinction","exo","easy"
"18","20","training","cluster_distinction","exo","easy"
"18","21","training","cluster_distinction","exo","medium"
"18","22","test","cluster_distinction","exo","easy"
"18","23","test","cluster_distinction","exo","hard"
"18","24","test","cluster_distinction","exo","easy"
"18","25","test","cluster_distinction","exo","easy"
"18","26","test","cluster_distinction","exo","hard"
"18","27","test","cluster_distinction","exo","medium"
"18","28","test","cluster_distinction","exo","hard"
"18","29","test","cluster_distinction","exo","easy"
"18","30","test","cluster_distinction","exo","medium"
"18","31","test","cluster_distinction","exo","hard"
"18","32","test","cluster_distinction","exo","hard"
"18","33","test","cluster_distinction","exo","medium"
"18","34","test","cluster_distinction","exo","medium"
"18","35","test","cluster_distinction","exo","easy"
"18","36","test","cluster_distinction","exo","medium"
"18","37","training","denoising","ego","easy"
"18","38","training","denoising","ego","easy"
"18","39","training","denoising","ego","medium"
"18","40","test","denoising","ego","hard"
"18","41","test","denoising","ego","hard"
"18","42","test","denoising","ego","medium"
"18","43","test","denoising","ego","easy"
"18","44","test","denoising","ego","easy"
"18","45","test","denoising","ego","hard"
"18","46","test","denoising","ego","medium"
"18","47","test","denoising","ego","easy"
"18","48","test","denoising","ego","hard"
"18","49","test","denoising","ego","medium"
"18","50","test","denoising","ego","hard"
"18","51","test","denoising","ego","easy"
"18","52","test","denoising","ego","medium"
"18","53","test","denoising","ego","medium"
"18","54","test","denoising","ego","easy"
"18","55","training","denoising","exo","easy"
"18","56","training","denoising","exo","easy"
"18","57","training","denoising","exo","medium"
"18","58","test","denoising","exo","medium"
"18","59","test","denoising","exo","medium"
"18","60","test","denoising","exo","easy"
"18","61","test","denoising","exo","hard"
"18","62","test","denoising","exo","medium"
"18","63","test","denoising","exo","medium"
"18","64","test","denoising","exo","easy"
"18","65","test","denoising","exo","easy"
"18","66","test","denoising","exo","hard"
"18","67","test","denoising","exo","hard"
"18","68","test","denoising","exo","hard"
"18","69","test","denoising","exo","easy"
"18","70","test","denoising","exo","medium"
"18","71","test","denoising","exo","hard"
"18","72","test","denoising","exo","easy"
"19","1","training","denoising","ego","easy"
"19","2","training","denoising","ego","easy"
"19","3","training","denoising","ego","medium"
"19","4","test","denoising","ego","medium"
"19","5","test","denoising","ego","medium"
"19","6","test","denoising","ego","hard"
"19","7","test","denoising","ego","easy"
"19","8","test","denoising","ego","hard"
"19","9","test","denoising","ego","easy"
"19","10","test","denoising","ego","hard"
"19","11","test","denoising","ego","medium"
"19","12","test","denoising","ego","medium"
"19","13","test","denoising","ego","hard"
"19","14","test","denoising","ego","hard"
"19","15","test","denoising","ego","easy"
"19","16","test","denoising","ego","medium"
"19","17","test","denoising","ego","easy"
"19","18","test","denoising","ego","easy"
"19","19","training","denoising","exo","easy"
"19","20","training","denoising","exo","easy"
"19","21","training","denoising","exo","medium"
"19","22","test","denoising","exo","medium"
"19","23","test","denoising","exo","easy"
"19","24","test","denoising","exo","medium"
"19","25","test","denoising","exo","hard"
"19","26","test","denoising","exo","medium"
"19","27","test","denoising","exo","medium"
"19","28","test","denoising","exo","hard"
"19","29","test","denoising","exo","medium"
"19","30","test","denoising","exo","easy"
"19","31","test","denoising","exo","hard"
"19","32","test","denoising","exo","hard"
"19","33","test","denoising","exo","easy"
"19","34","test","denoising","exo","easy"
"19","35","test","denoising","exo","easy"
"19","36","test","denoising","exo","hard"
"19","37","training","cluster_distinction","ego","easy"
"19","38","training","cluster_distinction","ego","easy"
"19","39","training","cluster_distinction","ego","medium"
"19","40","test","cluster_distinction","ego","easy"
"19","41","test","cluster_distinction","ego","medium"
"19","42","test","cluster_distinction","ego","hard"
"19","43","test","cluster_distinction","ego","medium"
"19","44","test","cluster_distinction","ego","easy"
"19","45","test","cluster_distinction","ego","medium"
"19","46","test","cluster_distinction","ego","medium"
"19","47","test","cluster_distinction","ego","hard"
"19","48","test","cluster_distinction","ego","easy"
"19","49","test","cluster_distinction","ego","hard"
"19","50","test","cluster_distinction","ego","easy"
"19","51","test","cluster_distinction","ego","medium"
"19","52","test","cluster_distinction","ego","easy"
"19","53","test","cluster_distinction","ego","hard"
"19","54","test","cluster_distinction","ego","hard"
"19","55","training","cluster_distinction","exo","easy"
"19","56","training","cluster_distinction","exo","easy"
"19","57","training","cluster_distinction","exo","medium"
"19","58","test","cluster_distinction","exo","hard"
"19","59","test","cluster_distinction","exo","hard"
"19","60","test","cluster_distinction","exo","easy"
"19","61","test","cluster_distinction","exo","medium"
"19","62","test","cluster_distinction","exo","hard"
"19","63","test","cluster_distinction","exo","medium"
"19","64","test","cluster_distinction","exo","hard"
"19","65","test","cluster_distinction","exo","easy"
"19","66","test","cluster_distinction","exo","easy"
"19","67","test","cluster_distinction","exo","hard"
"19","68","test","cluster_distinction","exo","easy"
"19","69","test","cluster_distinction","exo","medium"
"19","70","test","cluster_distinction","exo","easy"
"19","71","test","cluster_distinction","exo","medium"
"19","72","test","cluster_distinction","exo","medium"
"20","1","training","cluster_distinction","exo","easy"
"20","2","training","cluster_distinction","exo","easy"
"20","3","training","cluster_distinction","exo","medium"
"20","4","test","cluster_distinction","exo","hard"
"20","5","test","cluster_distinction","exo","medium"
"20","6","test","cluster_distinction","exo","hard"
"20","7","test","cluster_distinction","exo","hard"
"20","8","test","cluster_distinction","exo","easy"
"20","9","test","cluster_distinction","exo","hard"
"20","10","test","cluster_distinction","exo","medium"
"20","11","test","cluster_distinction","exo","easy"
"20","12","test","cluster_distinction","exo","easy"
"20","13","test","cluster_distinction","exo","hard"
"20","14","test","cluster_distinction","exo","medium"
"20","15","test","cluster_distinction","exo","easy"
"20","16","test","cluster_distinction","exo","medium"
"20","17","test","cluster_distinction","exo","easy"
"20","18","test","cluster_distinction","exo","medium"
"20","19","training","cluster_distinction","ego","easy"
"20","20","training","cluster_distinction","ego","easy"
"20","21","training","cluster_distinction","ego","medium"
"20","22","test","cluster_distinction","ego","medium"
"20","23","test","cluster_distinction","ego","hard"
"20","24","test","cluster_distinction","ego","easy"
"20","25","test","cluster_distinction","ego","easy"
